Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Status
CA-357432,8/8/2023,4/19/2025,Same Day,CUST-4770,Stacey Douglas,Home Office,Central,Technology,Accessories,Fundamental zero-defect project,2500.9,10,0.48,522.47,Profit
CA-976098,7/29/2023,4/27/2025,Same Day,CUST-1572,Kimberly Brown,Corporate,Central,Technology,Phones,Programmable exuding implementation,4435.83,9,0.16,505.25,Profit
CA-632712,9/17/2024,5/2/2025,Standard Class,CUST-9280,Rachel Chase,Consumer,West,Office Supplies,Paper,Versatile multimedia task-force,2495.05,1,0.42,158.05,Profit
CA-285466,12/10/2023,4/14/2025,Second Class,CUST-8669,Crystal McKinney,Corporate,East,Furniture,Bookcases,Decentralized multi-state groupware,3739.83,6,0.11,294.44,Profit
CA-675457,9/21/2023,4/20/2025,First Class,CUST-2817,Alexa Martin,Corporate,East,Furniture,Tables,Stand-alone transitional synergy,2829.28,9,0.01,317.99,Profit
CA-209802,4/22/2023,4/18/2025,Same Day,CUST-7850,Shelia Mendez,Consumer,Central,Furniture,Chairs,Ameliorated client-driven support,1258.51,8,0.47,295.92,Profit
CA-942062,3/8/2025,5/1/2025,Standard Class,CUST-5089,Shawn Ruiz,Corporate,South,Technology,Phones,Quality-focused background extranet,1494.24,2,0.03,296.79,Profit
CA-606449,8/21/2024,5/4/2025,Second Class,CUST-4138,Andrew Contreras,Corporate,East,Furniture,Furnishings,Managed explicit intranet,958.48,4,0.4,87.6,Profit
CA-716030,4/22/2024,5/2/2025,Standard Class,CUST-1239,Scott Gomez,Home Office,Central,Technology,Phones,Focused zero tolerance customer loyalty,2906.43,3,0.3,-38.88,Loss
CA-730390,7/18/2023,5/3/2025,Same Day,CUST-5527,Dr. Sean Smith,Consumer,West,Technology,Computers,Expanded homogeneous architecture,63.15,3,0,426.71,Profit
CA-655059,10/11/2023,4/14/2025,First Class,CUST-6686,Christina Black,Home Office,West,Office Supplies,Art,Open-architected methodical interface,2755.98,6,0.05,432.22,Profit
CA-939108,3/15/2025,4/19/2025,Same Day,CUST-8695,Samantha Garrett,Home Office,West,Furniture,Chairs,Implemented systemic info-me diaries,1930.21,10,0.02,576.56,Profit
CA-552797,1/22/2024,4/18/2025,Standard Class,CUST-9907,Teresa Brown,Home Office,East,Technology,Accessories,Polarized optimal middleware,3036.94,1,0.42,-55.99,Loss
CA-654817,1/26/2024,4/26/2025,Standard Class,CUST-7412,Cheryl Boyd,Corporate,West,Furniture,Bookcases,Front-line encompassing algorithm,300.57,8,0.16,753.51,Profit
CA-285547,12/17/2023,4/24/2025,First Class,CUST-4459,Juan Williams,Corporate,East,Furniture,Bookcases,Extended full-range definition,3334.82,4,0.07,732.85,Profit
CA-863522,1/28/2025,4/15/2025,Second Class,CUST-6538,Connie Young,Home Office,South,Office Supplies,Art,Multi-channeled tertiary access,544.11,6,0.05,128.03,Profit
CA-749397,1/14/2025,4/19/2025,Standard Class,CUST-3700,Mrs. Alexandria Smith DVM,Corporate,Central,Technology,Copiers,Future-proofed disintermediate artificial intelligence,2983.23,8,0.01,812.67,Profit
CA-856558,9/30/2024,4/29/2025,Second Class,CUST-2562,Chad Maddox,Consumer,West,Technology,Machines,Phased maximized utilization,4052.31,10,0.22,822.36,Profit
CA-369058,3/23/2025,4/13/2025,First Class,CUST-4180,Brenda Becker,Corporate,Central,Furniture,Chairs,De-engineered value-added contingency,2683.27,7,0.4,622.92,Profit
CA-229424,4/2/2024,4/27/2025,Standard Class,CUST-9320,Todd Wagner,Corporate,West,Furniture,Bookcases,Exclusive asynchronous help-desk,2691.8,3,0.04,938.17,Profit
CA-136628,3/23/2025,5/6/2025,Second Class,CUST-9391,Marie Henderson,Home Office,Central,Office Supplies,Storage,Virtual attitude-oriented definition,409.5,8,0.09,783.28,Profit
CA-811669,12/17/2024,5/3/2025,Standard Class,CUST-4906,Brandi Bautista,Consumer,West,Office Supplies,Art,Integrated user-facing application,2775.14,3,0.27,828.19,Profit
CA-570814,8/28/2024,4/10/2025,Second Class,CUST-3164,Kurt Leach,Consumer,West,Furniture,Bookcases,Down-sized static alliance,2093.15,10,0.1,49.86,Profit
CA-764747,4/13/2023,4/26/2025,Same Day,CUST-7396,Sarah Price,Corporate,South,Furniture,Bookcases,Multi-layered content-based artificial intelligence,4094.23,2,0.07,263.26,Profit
CA-907080,3/4/2025,4/13/2025,Second Class,CUST-6817,Tammie Lang,Consumer,West,Office Supplies,Storage,Team-oriented radical migration,3816.38,3,0.18,654.19,Profit
CA-420319,12/22/2023,5/2/2025,First Class,CUST-5918,Mrs. Terri Cordova,Consumer,East,Furniture,Tables,Right-sized content-based projection,1094.37,5,0.38,-47.39,Loss
CA-212615,5/14/2024,5/6/2025,First Class,CUST-9719,Michael Hart,Corporate,Central,Furniture,Bookcases,Re-contextualized high-level database,4678.41,3,0.4,955.85,Profit
CA-938523,10/10/2023,4/30/2025,First Class,CUST-1680,Michael Benson,Corporate,Central,Office Supplies,Binders,Visionary full-range solution,2863.88,5,0.16,607.29,Profit
CA-906813,2/21/2025,5/2/2025,Same Day,CUST-5014,Sharon Li,Consumer,West,Office Supplies,Labels,Horizontal incremental task-force,3127.85,5,0.49,710.7,Profit
CA-270422,5/19/2024,4/22/2025,Standard Class,CUST-5020,Michael Simpson,Corporate,East,Office Supplies,Art,Organic coherent secured line,3979.07,9,0.11,371.69,Profit
CA-295626,3/22/2024,4/17/2025,Standard Class,CUST-7129,Brittany Carroll,Corporate,South,Office Supplies,Labels,Monitored coherent methodology,3914.44,8,0.4,914.6,Profit
CA-726286,4/2/2024,4/28/2025,First Class,CUST-1213,Michelle Edwards,Consumer,Central,Technology,Computers,Ameliorated even-keeled interface,3268.25,9,0.49,543.65,Profit
CA-971514,3/3/2024,5/8/2025,Standard Class,CUST-1417,Cynthia Anderson,Corporate,East,Furniture,Bookcases,User-centric 5thgeneration superstructure,4553.45,2,0.27,622.96,Profit
CA-495672,9/10/2024,4/22/2025,Second Class,CUST-6958,Scott Simon,Home Office,West,Technology,Machines,Phased mission-critical model,2236.26,2,0.19,839.61,Profit
CA-290830,3/19/2025,4/21/2025,Second Class,CUST-6597,Jennifer Adams,Home Office,West,Office Supplies,Art,Multi-tiered analyzing alliance,3521.64,8,0.35,442.05,Profit
CA-768839,4/16/2024,4/9/2025,Standard Class,CUST-7314,Jessica Armstrong,Home Office,South,Furniture,Chairs,Compatible optimal ability,97.35,5,0.07,651.02,Profit
CA-538770,4/1/2025,4/25/2025,First Class,CUST-5001,John McDonald,Consumer,East,Office Supplies,Binders,Fully-configurable even-keeled structure,4947.14,1,0.47,40.38,Profit
CA-865939,5/11/2024,4/29/2025,Standard Class,CUST-1847,George Hamilton,Home Office,West,Office Supplies,Paper,Secured scalable data-warehouse,944.62,8,0.27,539.34,Profit
CA-428396,2/1/2024,4/25/2025,First Class,CUST-2912,Melissa Duncan,Consumer,West,Office Supplies,Labels,Customizable actuating monitoring,2905.13,1,0.46,740.82,Profit
CA-984416,4/24/2024,4/15/2025,Standard Class,CUST-7509,Kimberly Knight,Home Office,East,Office Supplies,Labels,Enterprise-wide coherent moderator,4198.44,3,0.41,940.01,Profit
CA-518325,11/26/2024,4/11/2025,First Class,CUST-4983,Michelle Anderson,Consumer,South,Furniture,Bookcases,Vision-oriented motivating moratorium,2683.76,8,0.46,519.4,Profit
CA-337724,4/3/2024,4/26/2025,Same Day,CUST-6006,Amber Gutierrez,Consumer,Central,Furniture,Furnishings,Function-based zero tolerance system engine,3147.24,1,0.04,275.52,Profit
CA-499092,4/20/2023,4/15/2025,Same Day,CUST-5442,Mrs. Crystal Li MD,Corporate,West,Technology,Machines,Sharable local moderator,4786.14,7,0.46,786.74,Profit
CA-379640,5/2/2023,5/2/2025,Second Class,CUST-1364,Richard Zimmerman,Corporate,South,Furniture,Chairs,Cross-group needs-based concept,2154.27,10,0.46,269.94,Profit
CA-328416,9/6/2024,4/9/2025,Same Day,CUST-1053,Sara Carey,Home Office,West,Office Supplies,Labels,Progressive dedicated leverage,4409.36,1,0.43,922.94,Profit
CA-287979,2/29/2024,4/24/2025,Second Class,CUST-4153,Derrick Fox,Home Office,Central,Office Supplies,Storage,Synergized bi-directional firmware,1218.37,4,0.05,49.29,Profit
CA-106050,9/23/2023,4/18/2025,First Class,CUST-8738,Brian Wyatt,Corporate,West,Technology,Copiers,Multi-tiered exuding moratorium,3005.91,8,0.38,217.17,Profit
CA-307763,6/22/2023,4/24/2025,Second Class,CUST-3132,Jack Johnston,Home Office,South,Office Supplies,Art,Pre-emptive optimal analyzer,1847.2,3,0.46,707.28,Profit
CA-854513,5/23/2024,4/25/2025,Standard Class,CUST-1060,Katie Snow,Corporate,South,Technology,Copiers,Cross-platform methodical array,911.58,4,0.06,744.37,Profit
CA-428536,3/20/2025,5/3/2025,Same Day,CUST-5885,Michael Boyd,Consumer,East,Technology,Machines,Versatile demand-driven artificial intelligence,4715.85,7,0.21,191.18,Profit
CA-628599,6/27/2023,4/13/2025,Second Class,CUST-2387,Thomas Henry,Home Office,East,Furniture,Chairs,Cross-group intermediate focus group,2152.36,7,0.28,681.22,Profit
CA-847064,5/16/2023,5/6/2025,Same Day,CUST-6219,Eric Pena,Corporate,Central,Office Supplies,Paper,Right-sized value-added capacity,4706.26,4,0.45,362.05,Profit
CA-429297,6/11/2024,4/27/2025,First Class,CUST-8364,Aaron Wilson,Corporate,Central,Furniture,Tables,Optional uniform knowledge user,1322.58,8,0.05,398.93,Profit
CA-225572,7/2/2024,4/17/2025,Second Class,CUST-8072,Randy Warren,Consumer,East,Technology,Machines,Compatible regional adapter,2110.76,5,0.15,855.24,Profit
CA-131648,3/28/2025,4/23/2025,Second Class,CUST-7189,John Vance,Corporate,South,Furniture,Chairs,Enterprise-wide context-sensitive website,84.35,2,0.37,388.63,Profit
CA-733651,8/30/2023,4/25/2025,First Class,CUST-4613,Christopher Dudley,Corporate,West,Furniture,Tables,Grass-roots value-added Graphical User Interface,1684.83,4,0.14,145.06,Profit
CA-368703,3/21/2025,4/16/2025,Second Class,CUST-6960,Douglas Perez,Corporate,Central,Office Supplies,Paper,Right-sized heuristic help-desk,4430.92,6,0.44,710.05,Profit
CA-299100,3/17/2024,5/8/2025,Same Day,CUST-4129,Steven Mendez,Home Office,Central,Office Supplies,Storage,Right-sized mission-critical standardization,915.19,8,0.01,205.82,Profit
CA-226558,7/31/2024,5/4/2025,Standard Class,CUST-9186,Jacob Mann,Home Office,South,Technology,Phones,Customizable national conglomeration,3169.37,5,0.16,250.29,Profit
CA-632607,3/15/2024,4/15/2025,Same Day,CUST-6863,Diana Weaver,Consumer,West,Technology,Copiers,Multi-lateral client-driven adapter,2172.03,9,0.43,298.17,Profit
CA-475697,5/15/2024,4/16/2025,Standard Class,CUST-6895,Diane Bailey,Consumer,West,Technology,Accessories,Switchable actuating orchestration,1534.63,2,0.24,389.76,Profit
CA-969517,2/17/2024,4/13/2025,First Class,CUST-5153,Mrs. Brenda Flynn,Home Office,South,Furniture,Chairs,Polarized local archive,562.19,10,0.5,579.84,Profit
CA-501969,12/29/2024,4/30/2025,Standard Class,CUST-6089,Alan Gray II,Corporate,East,Technology,Phones,Cross-group 4thgeneration Graphic Interface,4444.28,4,0.19,962.32,Profit
CA-245879,6/17/2024,4/28/2025,Standard Class,CUST-8928,Travis Williams,Corporate,South,Office Supplies,Labels,Extended zero administration policy,335.66,2,0.37,-47.51,Loss
CA-502874,2/1/2024,4/29/2025,Standard Class,CUST-8782,Randy Little,Consumer,South,Office Supplies,Paper,Sharable clear-thinking product,681.37,10,0.5,46.34,Profit
CA-723560,1/16/2024,4/19/2025,Same Day,CUST-8980,Justin Gates,Corporate,South,Office Supplies,Binders,Secured 24/7 architecture,3079.21,9,0.25,281.36,Profit
CA-459681,9/23/2023,5/7/2025,Same Day,CUST-2464,Christopher Molina,Home Office,Central,Furniture,Bookcases,Stand-alone empowering array,672.98,1,0.31,874.52,Profit
CA-184304,5/2/2023,5/7/2025,Second Class,CUST-2114,Robert Wilson,Corporate,East,Office Supplies,Paper,Enterprise-wide real-time frame,1495.33,3,0.33,688.27,Profit
CA-889288,9/16/2023,5/5/2025,Standard Class,CUST-7625,Shawn English,Consumer,Central,Office Supplies,Binders,Triple-buffered client-server knowledge user,4271.85,7,0.07,937.69,Profit
CA-866671,6/20/2024,4/13/2025,Second Class,CUST-6283,Emily Neal,Corporate,Central,Furniture,Furnishings,Expanded 3rdgeneration synergy,145.3,5,0.14,504.63,Profit
CA-720372,8/15/2023,4/25/2025,First Class,CUST-8767,Sherry Schmitt,Corporate,South,Furniture,Bookcases,Ameliorated impactful algorithm,1815.59,1,0.26,927.61,Profit
CA-599835,6/3/2023,4/20/2025,Standard Class,CUST-6136,Scott Lara,Consumer,South,Office Supplies,Labels,Digitized well-modulated neural-net,3652.51,10,0.23,305.82,Profit
CA-659006,11/6/2023,4/25/2025,First Class,CUST-5355,Jessica Delgado,Corporate,East,Technology,Accessories,Virtual coherent encoding,4059.16,7,0.4,-11.61,Loss
CA-624937,5/5/2024,5/7/2025,Same Day,CUST-1651,Ryan Williams,Consumer,South,Furniture,Furnishings,Adaptive object-oriented installation,2131.84,7,0.49,462.17,Profit
CA-939710,5/6/2024,4/10/2025,Standard Class,CUST-7847,Valerie Cook,Consumer,South,Technology,Machines,Synergistic secondary instruction set,2017.21,5,0.41,364.86,Profit
CA-998528,4/19/2024,5/8/2025,Standard Class,CUST-7115,Tyler Hobbs,Home Office,East,Office Supplies,Binders,Synchronized multi-state knowledge user,72.93,5,0.09,580.4,Profit
CA-715160,6/5/2024,4/16/2025,First Class,CUST-4093,Sandra Smith,Home Office,South,Office Supplies,Labels,User-friendly secondary project,1314.06,10,0.03,671.11,Profit
CA-298990,9/22/2023,5/4/2025,First Class,CUST-5622,Alexis Kerr,Home Office,East,Office Supplies,Storage,Profound high-level secured line,2171.96,3,0.26,868.82,Profit
CA-628112,5/22/2023,4/30/2025,First Class,CUST-6556,Nicholas Stewart,Consumer,East,Furniture,Furnishings,Customer-focused heuristic challenge,4965.59,9,0.25,770.27,Profit
CA-445975,12/4/2024,5/4/2025,Same Day,CUST-1001,Susan Bell,Home Office,Central,Technology,Computers,Progressive empowering alliance,716.24,9,0.26,-99.86,Loss
CA-674547,5/19/2024,5/7/2025,Same Day,CUST-9976,Sarah Jordan,Home Office,West,Office Supplies,Paper,Optional 4thgeneration Graphical User Interface,1832.03,3,0.16,889.47,Profit
CA-327191,11/5/2024,4/11/2025,First Class,CUST-5884,Jessica Peterson,Consumer,East,Furniture,Tables,Front-line eco-centric ability,63.7,7,0.26,618.8,Profit
CA-292531,3/2/2025,5/2/2025,Second Class,CUST-6619,Henry Nelson,Corporate,Central,Technology,Computers,Organic grid-enabled application,518.11,2,0.3,631.57,Profit
CA-171049,10/19/2024,5/8/2025,First Class,CUST-4562,Carol Ryan,Home Office,South,Office Supplies,Art,Ameliorated optimal access,3635.38,8,0.5,800.82,Profit
CA-790211,8/24/2024,4/12/2025,First Class,CUST-1052,Belinda Kelly,Consumer,Central,Technology,Accessories,Face-to-face heuristic data-warehouse,4854.05,1,0.07,324.37,Profit
CA-530770,6/21/2024,5/3/2025,Second Class,CUST-1102,Jennifer Young,Consumer,South,Furniture,Furnishings,Customer-focused attitude-oriented intranet,1775.92,7,0.38,691.09,Profit
CA-531748,1/31/2024,5/7/2025,Standard Class,CUST-9388,Jeffrey Scott,Home Office,East,Office Supplies,Binders,Virtual high-level alliance,1774.12,2,0.37,682.3,Profit
CA-595364,12/17/2024,4/24/2025,Standard Class,CUST-5548,Robert Grimes,Home Office,West,Furniture,Furnishings,Persistent client-server product,2450.67,8,0.35,127.93,Profit
CA-255982,10/18/2023,5/8/2025,Second Class,CUST-1385,Jillian Abbott,Corporate,West,Office Supplies,Labels,Vision-oriented high-level intranet,3557.55,6,0.44,870.53,Profit
CA-797276,4/14/2023,4/16/2025,Standard Class,CUST-3683,Kelli Forbes,Home Office,West,Furniture,Tables,Advanced grid-enabled approach,1706.22,7,0.5,229.04,Profit
CA-247388,1/10/2024,4/16/2025,Standard Class,CUST-3756,Andrew Patel,Consumer,East,Office Supplies,Binders,Streamlined 3rdgeneration adapter,288.32,2,0.34,-0.39,Loss
CA-260029,12/18/2023,4/28/2025,Same Day,CUST-5822,Kristen Farmer,Corporate,East,Furniture,Chairs,User-friendly dedicated success,96.22,5,0.02,361.58,Profit
CA-156225,3/31/2024,4/20/2025,Standard Class,CUST-1791,Jared Martinez,Home Office,Central,Office Supplies,Art,Streamlined bifurcated installation,3660.28,7,0.23,259.64,Profit
CA-437165,2/20/2025,4/14/2025,Same Day,CUST-9710,Mark George,Consumer,West,Furniture,Bookcases,Switchable 3rdgeneration attitude,2292.13,8,0.35,814.05,Profit
CA-256019,2/16/2024,4/9/2025,First Class,CUST-7878,Derrick Ward,Home Office,Central,Technology,Machines,Devolved foreground complexity,934.41,7,0.14,101.65,Profit
CA-579963,2/9/2025,4/30/2025,First Class,CUST-1239,Cassandra Peters,Home Office,East,Technology,Computers,Function-based optimal Graphical User Interface,2568.23,7,0.48,430.36,Profit
CA-904857,8/2/2024,4/23/2025,First Class,CUST-4242,Cody Morales,Home Office,West,Furniture,Chairs,Grass-roots full-range matrices,1813.49,7,0.39,746.18,Profit
CA-894731,7/28/2024,4/9/2025,Standard Class,CUST-9872,David Vaughan MD,Home Office,South,Office Supplies,Art,Multi-lateral systematic time-frame,561.42,10,0.02,443.37,Profit
CA-975322,2/19/2024,5/6/2025,Second Class,CUST-2884,Peter Morgan,Consumer,South,Office Supplies,Labels,Synchronized non-volatile portal,3297.91,9,0.48,827.56,Profit
CA-235808,10/12/2024,5/2/2025,Same Day,CUST-1622,Miguel Castro,Consumer,Central,Office Supplies,Binders,Enterprise-wide dynamic benchmark,2323.25,7,0.06,416.66,Profit
CA-842696,5/28/2023,4/17/2025,First Class,CUST-7161,Jeffery Alvarez,Consumer,West,Technology,Copiers,Managed 5thgeneration interface,2517.02,7,0.3,-43.2,Loss
CA-451613,12/19/2024,4/24/2025,Second Class,CUST-5988,Robert Vang,Consumer,East,Furniture,Bookcases,Multi-tiered eco-centric Local Area Network,3027.81,3,0.24,17.32,Profit
CA-817517,4/30/2023,5/6/2025,Same Day,CUST-9073,Evan McKee,Consumer,East,Technology,Copiers,Persistent dynamic process improvement,397.14,6,0.09,-25.12,Loss
CA-204388,12/31/2024,5/2/2025,Second Class,CUST-6481,Edward Allen,Home Office,East,Furniture,Furnishings,Down-sized mobile benchmark,2554.23,9,0.24,164.71,Profit
CA-615090,9/14/2023,4/9/2025,Same Day,CUST-4681,George McGrath,Consumer,West,Office Supplies,Labels,Balanced exuding time-frame,1187.63,7,0.38,-9.09,Loss
CA-313473,11/7/2023,5/2/2025,First Class,CUST-6777,Lauren Hernandez,Corporate,East,Furniture,Tables,Implemented uniform portal,2385.92,3,0.02,395.19,Profit
CA-911814,7/28/2024,4/29/2025,Standard Class,CUST-7421,Alice Barber,Corporate,Central,Technology,Accessories,Enhanced didactic data-warehouse,2235.93,4,0.13,641.96,Profit
CA-780124,10/2/2023,4/23/2025,Same Day,CUST-8712,Gregory Martin,Consumer,Central,Office Supplies,Binders,Cloned methodical architecture,4887.01,9,0.45,715.08,Profit
CA-822588,1/11/2024,5/1/2025,Second Class,CUST-1232,Thomas Fernandez,Home Office,West,Technology,Phones,Switchable holistic extranet,3302.73,9,0.41,54.13,Profit
CA-998868,8/4/2024,5/2/2025,Second Class,CUST-2531,Maria Conway,Home Office,Central,Office Supplies,Paper,Automated 5thgeneration productivity,1400.21,2,0.27,189.93,Profit
CA-388935,10/2/2023,4/18/2025,Second Class,CUST-2437,Jeffrey Jackson,Consumer,East,Technology,Computers,Monitored holistic parallelism,4450.01,4,0.32,941.65,Profit
CA-411231,12/20/2024,5/2/2025,Second Class,CUST-9847,Kristen Johnson,Home Office,East,Office Supplies,Binders,Open-source coherent process improvement,2631.68,7,0.16,571.32,Profit
CA-397842,1/27/2025,4/25/2025,Standard Class,CUST-7584,Adam Wall,Consumer,Central,Furniture,Bookcases,User-friendly explicit extranet,3848.83,1,0.3,905.37,Profit
CA-830043,6/12/2023,5/4/2025,First Class,CUST-5282,Robert Anderson,Corporate,South,Office Supplies,Paper,Synergized value-added instruction set,1033.65,8,0.11,932.27,Profit
CA-446895,11/7/2024,5/3/2025,Standard Class,CUST-8760,Crystal Johnson,Consumer,Central,Technology,Computers,Front-line intangible knowledge user,2412.52,2,0.16,220.95,Profit
CA-811384,4/29/2023,4/15/2025,Same Day,CUST-2305,Scott Vance,Consumer,East,Office Supplies,Storage,Configurable zero administration open system,566.11,3,0.46,177.27,Profit
CA-738040,3/1/2025,4/17/2025,Standard Class,CUST-6205,John Jones,Home Office,West,Furniture,Furnishings,Re-contextualized mobile focus group,2411,6,0.46,470.89,Profit
CA-412755,11/17/2023,4/24/2025,Second Class,CUST-3948,Hannah Jefferson,Consumer,Central,Furniture,Bookcases,Compatible dedicated interface,4385.7,4,0.01,613.58,Profit
CA-994859,7/7/2023,5/2/2025,Second Class,CUST-1446,Paula Dunn,Consumer,East,Office Supplies,Binders,Cross-platform exuding access,4535.43,3,0.32,265.37,Profit
CA-114389,7/23/2024,4/27/2025,Same Day,CUST-3307,Christopher Curtis,Home Office,Central,Furniture,Furnishings,Compatible human-resource forecast,4630.47,10,0.3,617.52,Profit
CA-624429,1/24/2025,4/15/2025,Standard Class,CUST-5589,Tracy Brown,Home Office,East,Furniture,Bookcases,Synergistic object-oriented product,2286.4,7,0.41,560.33,Profit
CA-700095,12/31/2024,5/4/2025,Standard Class,CUST-2791,Joshua McNeil,Consumer,Central,Technology,Copiers,Mandatory global support,4393.87,3,0.05,3.55,Profit
CA-988909,3/14/2024,4/26/2025,Same Day,CUST-2612,Daniel Salazar,Home Office,Central,Technology,Computers,Total national structure,3619.77,7,0.25,9.73,Profit
CA-356507,4/25/2023,4/22/2025,Second Class,CUST-1490,Katherine Zamora,Home Office,East,Office Supplies,Paper,Organized encompassing toolset,2359.59,1,0.23,543.54,Profit
CA-863768,1/25/2024,4/20/2025,Second Class,CUST-6297,Kirsten Holloway,Consumer,West,Office Supplies,Binders,Synchronized 6thgeneration methodology,1729,1,0.36,454.47,Profit
CA-326287,9/21/2023,4/27/2025,Second Class,CUST-8866,Jeanne Brown,Corporate,East,Office Supplies,Binders,Organic explicit toolset,660.48,5,0.46,-79.14,Loss
CA-246273,12/30/2024,4/20/2025,Standard Class,CUST-5817,Annette Long,Corporate,East,Technology,Accessories,Organized interactive Graphic Interface,2564.13,4,0.35,965.92,Profit
CA-412796,11/17/2024,4/24/2025,Same Day,CUST-4047,Ann Orr,Home Office,South,Office Supplies,Labels,Profound responsive knowledgebase,2764.98,8,0.27,97.81,Profit
CA-285706,3/7/2025,4/30/2025,Same Day,CUST-4801,Christina Luna,Consumer,South,Office Supplies,Storage,Multi-channeled content-based moratorium,4503.46,2,0.25,635.39,Profit
CA-958619,5/22/2023,4/17/2025,Second Class,CUST-3288,Brooke Foley,Consumer,East,Technology,Copiers,Profound homogeneous firmware,1650.65,3,0.45,197.47,Profit
CA-997992,2/5/2025,4/24/2025,First Class,CUST-6817,Thomas George,Consumer,East,Furniture,Chairs,Profound foreground flexibility,2892.43,10,0.48,766.14,Profit
CA-157539,3/28/2025,4/15/2025,Second Class,CUST-1593,Johnny Wilson,Consumer,Central,Furniture,Chairs,Future-proofed content-based benchmark,368.46,3,0.22,356.71,Profit
CA-266391,2/24/2025,4/12/2025,First Class,CUST-1142,Christina Smith,Corporate,South,Furniture,Bookcases,Inverse motivating projection,4344.1,2,0.18,719.09,Profit
CA-133593,11/7/2024,4/30/2025,Standard Class,CUST-6823,Jessica Chapman,Corporate,South,Office Supplies,Paper,Focused dedicated toolset,4589.84,1,0.44,873.74,Profit
CA-427589,3/15/2024,5/6/2025,Same Day,CUST-9047,Jeffrey Holden,Home Office,Central,Furniture,Furnishings,Assimilated multi-tasking infrastructure,3278.72,5,0.27,774.69,Profit
CA-217631,1/24/2025,5/6/2025,Standard Class,CUST-3662,Douglas Williamson,Corporate,South,Technology,Copiers,Upgradable systematic utilization,122.8,10,0.25,123.59,Profit
CA-640898,7/24/2024,4/20/2025,Standard Class,CUST-4709,Pamela Berry,Home Office,East,Furniture,Bookcases,Implemented client-server system engine,1357.75,2,0.48,105.69,Profit
CA-576358,8/26/2024,5/2/2025,First Class,CUST-5191,Anthony Harris,Corporate,Central,Technology,Phones,Configurable coherent forecast,844.25,7,0.34,666.17,Profit
CA-816231,6/23/2023,4/22/2025,Same Day,CUST-9021,William Lambert,Home Office,South,Furniture,Furnishings,Down-sized scalable capacity,2893.48,8,0.46,328.28,Profit
CA-862327,2/22/2024,4/22/2025,Same Day,CUST-8184,Donna Green,Home Office,South,Office Supplies,Storage,Progressive 3rdgeneration system engine,2003.67,4,0.48,976.97,Profit
CA-200470,6/21/2023,4/16/2025,Second Class,CUST-9658,Adam Warren,Consumer,East,Furniture,Tables,Stand-alone intangible function,3036.56,2,0.26,954.88,Profit
CA-157260,10/10/2023,4/21/2025,Standard Class,CUST-5157,Scott Davis,Home Office,West,Technology,Machines,Centralized contextually-based benchmark,4869.61,10,0.12,878.92,Profit
CA-835924,5/9/2023,5/8/2025,Standard Class,CUST-4013,Mary Rodriguez,Corporate,South,Office Supplies,Paper,Managed multimedia open architecture,2000.81,6,0.04,698.02,Profit
CA-950152,6/14/2023,4/30/2025,Standard Class,CUST-4115,Gabriel Brown,Home Office,South,Office Supplies,Paper,Digitized tangible policy,3774.37,4,0.45,412.09,Profit
CA-599494,7/8/2024,4/21/2025,First Class,CUST-3478,Timothy Gutierrez,Consumer,West,Office Supplies,Binders,Open-source hybrid process improvement,3296.38,8,0.33,403.9,Profit
CA-395387,9/7/2024,4/22/2025,First Class,CUST-1042,Brianna King,Corporate,South,Furniture,Furnishings,Versatile well-modulated instruction set,4971.7,8,0.37,781.14,Profit
CA-343921,3/20/2025,4/10/2025,Second Class,CUST-9595,Jesse Levine,Corporate,Central,Office Supplies,Storage,Adaptive high-level methodology,4152.23,1,0.11,64.27,Profit
CA-276198,9/24/2023,4/20/2025,Second Class,CUST-2740,Lindsay Hernandez,Home Office,South,Office Supplies,Paper,Balanced hybrid service-desk,3408.94,2,0.31,522.49,Profit
CA-715823,8/7/2023,5/3/2025,First Class,CUST-8477,Katherine Murphy,Home Office,Central,Office Supplies,Paper,Open-architected secondary forecast,2827.71,6,0.02,-5.96,Loss
CA-246234,7/27/2024,4/27/2025,Second Class,CUST-6373,Katherine Gregory,Home Office,South,Technology,Copiers,Face-to-face zero-defect complexity,4608.17,3,0,372.64,Profit
CA-554660,4/23/2024,4/16/2025,Second Class,CUST-8204,Juan Walker,Home Office,East,Technology,Copiers,Upgradable object-oriented open system,217.59,3,0.35,123.97,Profit
CA-582436,2/4/2025,4/25/2025,Second Class,CUST-3599,Amanda Rodriguez,Consumer,East,Furniture,Chairs,Mandatory composite algorithm,248.54,10,0.43,789.95,Profit
CA-771024,11/24/2023,5/7/2025,Same Day,CUST-4610,Michelle Perez,Corporate,East,Technology,Copiers,Visionary value-added open system,1571.51,9,0.37,654.4,Profit
CA-395123,6/27/2023,4/30/2025,Standard Class,CUST-3937,Keith Burns,Home Office,East,Furniture,Tables,Vision-oriented secondary standardization,349.32,9,0.25,945.05,Profit
CA-300767,9/11/2024,4/26/2025,Standard Class,CUST-8456,Leslie Huynh,Consumer,South,Technology,Accessories,Configurable homogeneous system engine,3067.53,6,0.48,300.66,Profit
